RELQ_ID	RELQ_CATEGORY	RelQSubject	RelQBody	RELQ_USERID	RELQ_USERNAME	RELQ_DATE	RELC_ID	RelCText	RELC_RELEVANCE2RELQ	RELC_USERID	RELC_USERNAME	RELC_DATE
Q2774	visas_NNP and_CC permits_NNP	family_RB rp_NNP from_IN moi_NNP	anybody_NN be_VBZ there_EX who_WP receive_VBD a_DT family_NN rp_NNP from_IN gharaffa_NNP immigration_NN recently_RB ?_. as_IN per_IN the_DT new_JJ rule_NN family_NN rp_NNP application_NN need_NN to_TO be_VB submit_VBN in_IN moi_NNP instead_RB of_IN mol_NNP ._. but_CC i_PRP would_MD like_VB to_TO know_VB the_DT procedure_NNS in_IN immigration_NNP if_IN there_EX be_VBZ any_DT change_NNS for_IN the_DT application_NN form_NN and_CC requirement_NN ect_NN ..._: please_NN share_NN your_PRP$ experience_NN here_RB and_CC i_PRP 'm_VBP sure_JJ it_PRP will_MD help_VB others_NNS !_. thanks_NNS	U6205	nishu441	2011-11-21 20:14:01	Q2774_C4	i_PRP just_RB get_VBD a_DT list_NN of_IN requirement_NNS for_IN family_NNP residence_NNP visa_NNP from_IN gharaffa_JJ immigration_NN and_CC these_DT be_VBP :_: 1_CD ._. passport_NNP copy_NNS of_IN wife_NN and_CC child/ren_NN 2_CD ._. marriage_NN certificate_NNP (_( ratified_VBN from_IN ministry_NNP of_IN foreign_NNP affairs-qatar_NNP )_) 3_CD ._. birth_NNP certificate/s_NNP (_( ratified_VBN from_IN ministry_NNP of_IN foreign_NNP affairs-qatar_NNP )_) 4_CD ._. passport_NN and_CC id_NNP of_IN applicant_NNP (_( husband_NNP )_) 5_CD ._. approval_JJ letter_NNP with_IN job_NNP and_CC salary_NNP description_NN from_IN work_NN (_( sponsor_NN )_) -_: attested_VBN from_IN ministry_NNP of_IN labor-qatar_NNP 6_CD ._. bank_NNP statement_NNP of_IN salary_NN for_IN (_( 6_CD )_) month_NNS 7_CD ._. educational_JJ certificate_NNP of_IN applicant_JJ hope_NNP this_DT would_MD help_VB ._.	Good	U6341	curlycues06	2011-11-22 08:28:43
Q2774	visas_NNP and_CC permits_NNP	family_RB rp_NNP from_IN moi_NNP	anybody_NN be_VBZ there_EX who_WP receive_VBD a_DT family_NN rp_NNP from_IN gharaffa_NNP immigration_NN recently_RB ?_. as_IN per_IN the_DT new_JJ rule_NN family_NN rp_NNP application_NN need_NN to_TO be_VB submit_VBN in_IN moi_NNP instead_RB of_IN mol_NNP ._. but_CC i_PRP would_MD like_VB to_TO know_VB the_DT procedure_NNS in_IN immigration_NNP if_IN there_EX be_VBZ any_DT change_NNS for_IN the_DT application_NN form_NN and_CC requirement_NN ect_NN ..._: please_NN share_NN your_PRP$ experience_NN here_RB and_CC i_PRP 'm_VBP sure_JJ it_PRP will_MD help_VB others_NNS !_. thanks_NNS	U6205	nishu441	2011-11-21 20:14:01	Q2774_C5	i_PRP get_VBD the_DT information_NN from_IN moi_NNP that_IN it_PRP be_VBZ same_JJ like_IN mol_NNP ._. i_PRP sm_VBP still_RB not_RB submit_VBN wait_VBG for_IN noc_NNP from_IN my_PRP$ employer_NN ._. if_IN you_PRP be_VBP work_VBG in_IN a_DT private_JJ firm_NN it_PRP be_VBZ well_RBR to_TO get_VB attest_VB your_PRP$ contact_NN copy_NN from_IN mol_NNP ._. thank_NNP you_PRP ._.	Good	U9257	sudheesh kumar	2011-11-22 12:02:58
Q2774	visas_NNP and_CC permits_NNP	family_RB rp_NNP from_IN moi_NNP	anybody_NN be_VBZ there_EX who_WP receive_VBD a_DT family_NN rp_NNP from_IN gharaffa_NNP immigration_NN recently_RB ?_. as_IN per_IN the_DT new_JJ rule_NN family_NN rp_NNP application_NN need_NN to_TO be_VB submit_VBN in_IN moi_NNP instead_RB of_IN mol_NNP ._. but_CC i_PRP would_MD like_VB to_TO know_VB the_DT procedure_NNS in_IN immigration_NNP if_IN there_EX be_VBZ any_DT change_NNS for_IN the_DT application_NN form_NN and_CC requirement_NN ect_NN ..._: please_NN share_NN your_PRP$ experience_NN here_RB and_CC i_PRP 'm_VBP sure_JJ it_PRP will_MD help_VB others_NNS !_. thanks_NNS	U6205	nishu441	2011-11-21 20:14:01	Q2774_C6	from_IN where_WRB u_JJ heard_NN regard_VBG salary_JJ [_NNP qr.8_NNP ;_: 000/-_JJ ]_NNP ?_. information_NN from_IN moi_NNP there_EX be_VBZ no_DT change_NN in_IN requirement_NNS for_IN family_NN visa.._NN	PotentiallyUseful	U9258	Aneesh K J	2011-11-23 08:12:26
Q2775	qatar_NNP living_NNP lounge_NNP	voda_NN simcard_NN	each_DT time_NN im_NN check_VBG my_PRP$ balance_NN with_IN voda_NN ..._: there_EX be_VBZ a_DT last_JJ message_NN such_JJ a_IN you_PRP have_VBP 30_CD minute_NNS free_JJ call_NN ..._: but_CC i_JJ dont_NN know_VBP how_WRB i_JJ can_MD use_VB it_PRP ..._: can_MD someone_NN tell_VB me_PRP be_VBZ it_PRP true_JJ or_CC what_WP ..._: if_IN true_JJ how_WRB i_NN can_MD use_VB it..because_VB each_DT time_NN im_VBZ reload_VBG it_PRP be_VBZ add_VBG and_CC add_VBG more_JJR minutes..from_JJ 30_CD minute_NNS it_PRP$ now_RB come_VBG more_JJR than_IN an_DT hour_NN free_JJ minute_NNS ..._:	U4410	esther	2009-10-25 13:35:58	Q2775_C1	come_VBN on_IN ..._: r_NN u_JJ serious_JJ ;_: didnt_VB anyone_NN tell_NN you_PRP about_IN the_DT free_JJ vodafone_NN minute_NNS on_IN every_DT recharge_NN ._. if_IN not_RB ;_: then_RB check_VB on_IN www.vodafone.com.qa_NN ;_: these_DT be_VBP the_DT vodafone_NN free_JJ minute_NNS ;_: which_WDT you_PRP can_MD use_VB to_TO call_VB other_JJ vodafone_NN no_NNS for_IN free_JJ ._. :_: -_: )_)	Good	U3903	shyams	2009-10-25 13:45:05
Q2775	qatar_NNP living_NNP lounge_NNP	voda_NN simcard_NN	each_DT time_NN im_NN check_VBG my_PRP$ balance_NN with_IN voda_NN ..._: there_EX be_VBZ a_DT last_JJ message_NN such_JJ a_IN you_PRP have_VBP 30_CD minute_NNS free_JJ call_NN ..._: but_CC i_JJ dont_NN know_VBP how_WRB i_JJ can_MD use_VB it_PRP ..._: can_MD someone_NN tell_VB me_PRP be_VBZ it_PRP true_JJ or_CC what_WP ..._: if_IN true_JJ how_WRB i_NN can_MD use_VB it..because_VB each_DT time_NN im_VBZ reload_VBG it_PRP be_VBZ add_VBG and_CC add_VBG more_JJR minutes..from_JJ 30_CD minute_NNS it_PRP$ now_RB come_VBG more_JJR than_IN an_DT hour_NN free_JJ minute_NNS ..._:	U4410	esther	2009-10-25 13:35:58	Q2775_C2	i_PRP have_VBP the_DT same_JJ problim_NNP ;_: all_DT i_VBP know_VBP they_PRP do_VBP not_RB have_VB vodaphone_NN phone_NN and_CC still_RB add_VBG minute_NNS ;_: and_CC i_VB will_MD loose_VB it_PRP if_IN not_RB use_VBN ._.	PotentiallyUseful	U7287	yousefmsh	2009-10-25 14:15:15
Q2775	qatar_NNP living_NNP lounge_NNP	voda_NN simcard_NN	each_DT time_NN im_NN check_VBG my_PRP$ balance_NN with_IN voda_NN ..._: there_EX be_VBZ a_DT last_JJ message_NN such_JJ a_IN you_PRP have_VBP 30_CD minute_NNS free_JJ call_NN ..._: but_CC i_JJ dont_NN know_VBP how_WRB i_JJ can_MD use_VB it_PRP ..._: can_MD someone_NN tell_VB me_PRP be_VBZ it_PRP true_JJ or_CC what_WP ..._: if_IN true_JJ how_WRB i_NN can_MD use_VB it..because_VB each_DT time_NN im_VBZ reload_VBG it_PRP be_VBZ add_VBG and_CC add_VBG more_JJR minutes..from_JJ 30_CD minute_NNS it_PRP$ now_RB come_VBG more_JJR than_IN an_DT hour_NN free_JJ minute_NNS ..._:	U4410	esther	2009-10-25 13:35:58	Q2775_C3	at_IN first_JJ voda_NN phone_NN be_VBZ heda_JJ phone_NN ._. if_IN you_PRP try_VBP to_TO call_VB international_JJ ;_: you_PRP should_MD try_VB more_JJR then_RB 30_CD time_NN ._. frns_NNS ;_: it_PRP be_VBZ 100_CD %_NN true_JJ ._. if_IN you_PRP have_VBP free_JJ call_NNS and_CC you_PRP do_VBP n't_RB know_VB where_WRB &_CC how_WRB to_TO use_VB ;_: give_VB me_PRP i_VB will_MD use_VB ._. because_IN i_NN know_VBP the_DT ..._: ..._: you_PRP should_MD know_VB by_IN your_PRP$ self_NN ._. cause_NN ;_: it_PRP be_VBZ very_RB simple_JJ to_TO know_VB ._.	Good	U9259	ramgiri	2009-10-25 14:30:29
Q2775	qatar_NNP living_NNP lounge_NNP	voda_NN simcard_NN	each_DT time_NN im_NN check_VBG my_PRP$ balance_NN with_IN voda_NN ..._: there_EX be_VBZ a_DT last_JJ message_NN such_JJ a_IN you_PRP have_VBP 30_CD minute_NNS free_JJ call_NN ..._: but_CC i_JJ dont_NN know_VBP how_WRB i_JJ can_MD use_VB it_PRP ..._: can_MD someone_NN tell_VB me_PRP be_VBZ it_PRP true_JJ or_CC what_WP ..._: if_IN true_JJ how_WRB i_NN can_MD use_VB it..because_VB each_DT time_NN im_VBZ reload_VBG it_PRP be_VBZ add_VBG and_CC add_VBG more_JJR minutes..from_JJ 30_CD minute_NNS it_PRP$ now_RB come_VBG more_JJR than_IN an_DT hour_NN free_JJ minute_NNS ..._:	U4410	esther	2009-10-25 13:35:58	Q2775_C4	i_PRP be_VBP vodafone_JJ customer_NN who_WP be_VBD mad_JJ at_IN your_PRP$ state_NN earlier_RBR ._. then_RB lately_RB find_VBN out_RP ;_: if_IN you_PRP try_VBP call_VBG asian_JJ country_NNS in_IN the_DT evening_NN you_PRP wont_VBP get_VB through_IN ;_: when_WRB i_NN try_VBD during_IN noon_NN it_PRP$ smooth_NN ._. and_CC for_IN europe_NN and_CC us_NNP it_PRP$ always_RB open_JJ ._. so_RB then_RB i_NN start_VBD appreciate_VBG the_DT vodafone_NN offer_NN for_IN 50_CD dh_NNP international_JJ call_NN ;_: there_EX must_MD be_VB some_DT compromise_NN atleast_NN ..._: ._. so_RB lets_JJ live_VBP with_IN it_PRP ._. and_CC happy_JJ to_TO hold_VB one_CD ._.	Good	U3903	shyams	2009-10-30 10:56:04
Q2776	advice_NNP and_CC help_NNP	which_WDT bank_NN give_VBZ the_DT best_JJS car_NN loan_NN ?_.	i_PRP be_VBP in_IN a_DT verge_NN of_IN make_VBG a_DT decision_NN whether_IN i_PRP should_MD get_VB a_DT car_NN loan_NN or_CC just_RB lease_VB a_DT car_NN ._. if_IN i_PRP decide_VBP to_TO get_VB a_DT loan_NN from_IN the_DT bank_NN ._. which_NNP bank_NN give_VBZ the_DT best_JJS customer_NN service_NN and_CC low_JJS interest_NN rate_NN ._. if_IN you_PRP know_VBP a_DT car_NN i_PRP can_MD buy_VB ._. thats_NNPS superb_VBP !_. !_. !_. !_.	U2110	ollie	2009-04-04 15:55:07	Q2776_C1	all_PDT the_DT bank_NNS pretty_RB much_JJ charge_NN the_DT same_JJ rate_NNS ..._: the_DT differentiating_JJ factor_NN be_VBZ only_RB the_DT service_NN element_NN ..._: from_IN personal_JJ experiences..commercialbank_NN seem_VBZ to_TO be_VB the_DT best_JJS ..._: i_NN highly_RB reccomend_VB them_PRP ._. j.j_VB	Good	U4912	injinuity	2009-04-04 17:09:04
Q2776	advice_NNP and_CC help_NNP	which_WDT bank_NN give_VBZ the_DT best_JJS car_NN loan_NN ?_.	i_PRP be_VBP in_IN a_DT verge_NN of_IN make_VBG a_DT decision_NN whether_IN i_PRP should_MD get_VB a_DT car_NN loan_NN or_CC just_RB lease_VB a_DT car_NN ._. if_IN i_PRP decide_VBP to_TO get_VB a_DT loan_NN from_IN the_DT bank_NN ._. which_NNP bank_NN give_VBZ the_DT best_JJS customer_NN service_NN and_CC low_JJS interest_NN rate_NN ._. if_IN you_PRP know_VBP a_DT car_NN i_PRP can_MD buy_VB ._. thats_NNPS superb_VBP !_. !_. !_. !_.	U2110	ollie	2009-04-04 15:55:07	Q2776_C2	wow_NN !_. thanks_NNS !_. i_PRP will_MD give_VB 'em_PRP a_DT ring_NN anytime_NN tomorrow_NN to_TO check_VB that_DT out_RP ..._:	Bad	U2110	ollie	2009-04-04 17:21:21
Q2776	advice_NNP and_CC help_NNP	which_WDT bank_NN give_VBZ the_DT best_JJS car_NN loan_NN ?_.	i_PRP be_VBP in_IN a_DT verge_NN of_IN make_VBG a_DT decision_NN whether_IN i_PRP should_MD get_VB a_DT car_NN loan_NN or_CC just_RB lease_VB a_DT car_NN ._. if_IN i_PRP decide_VBP to_TO get_VB a_DT loan_NN from_IN the_DT bank_NN ._. which_NNP bank_NN give_VBZ the_DT best_JJS customer_NN service_NN and_CC low_JJS interest_NN rate_NN ._. if_IN you_PRP know_VBP a_DT car_NN i_PRP can_MD buy_VB ._. thats_NNPS superb_VBP !_. !_. !_. !_.	U2110	ollie	2009-04-04 15:55:07	Q2776_C3	your_PRP$ bank_NN we_PRP 're_VBP your_PRP$ salary_JJ be_VBZ ;_: it_PRP be_VBZ easy_JJR that_DT way_NN ._. most_JJS bank_NNS now_RB offer_VBP 4.5_CD %_NN ineterest_NN on_IN car_NN loan_NN ._. go_VB to_TO any_DT car_NN dealer_NN you_PRP prefer_VBP ;_: they_PRP will_MD give_VB you_PRP full_JJ detail_NNS ._. got_NNP mine_NN from_IN doha_NNP bank_NNP ._. ``_`` katas_JJ ng_NN qatar_NN ''_''	Good	U158	LAMBORJEEPNEY	2009-04-04 17:24:53
Q2776	advice_NNP and_CC help_NNP	which_WDT bank_NN give_VBZ the_DT best_JJS car_NN loan_NN ?_.	i_PRP be_VBP in_IN a_DT verge_NN of_IN make_VBG a_DT decision_NN whether_IN i_PRP should_MD get_VB a_DT car_NN loan_NN or_CC just_RB lease_VB a_DT car_NN ._. if_IN i_PRP decide_VBP to_TO get_VB a_DT loan_NN from_IN the_DT bank_NN ._. which_NNP bank_NN give_VBZ the_DT best_JJS customer_NN service_NN and_CC low_JJS interest_NN rate_NN ._. if_IN you_PRP know_VBP a_DT car_NN i_PRP can_MD buy_VB ._. thats_NNPS superb_VBP !_. !_. !_. !_.	U2110	ollie	2009-04-04 15:55:07	Q2776_C4	yeah_NN !_. i_PRP would_MD love_VB to_TO ..._: what_WP car_NN be_VBP we_PRP talk_VBG about_IN here_RB and_CC the_DT price_NN coz_NN i_PRP have_VBP notice_VBN that_IN doha_NNP isnt_VBP a_DT very_RB big_JJ city_NN and_CC i_PRP will_MD only_RB use_VB it_PRP to_TO drive_VB to_TO work_VB and_CC grocery_VB and_CC night_NN out_NNS during_IN the_DT weekend_NN ._. so_IN i_PRP dont_VBP mind_RB go_VBG for_IN a_DT not_RB so_RB expensive_JJ but_CC good_JJ car_NN ..._: if_IN second_JJ hand_NN should_MD be_VB handle_VBN carefully_RB and_CC wont_RB be_VB have_VBG any_DT car_NN wreck_NNS in_IN the_DT future_NN pls_NN give_VB me_PRP his_PRP$ number_NN	Bad	U2110	ollie	2009-04-04 18:07:14
Q2777	socialising_VBG	cricket_NN 20/20_CD where_WRB to_TO watch_VB ?_.	anyone_RB know_VB if_IN any_DT bar_NNS have_VBP be_VBN show_VBG the_DT 20/20_CD cricket_NN so_RB far_RB ?_. need_UH to_TO find_VB a_DT venue_NN for_IN the_DT final_JJ tonight_NN (_( sunday_NNP 16th_CD )_)	U9260	cheeseontoast	2010-05-16 08:19:36	Q2777_C1	http_NN :_: //www.cricinfo.com/_NN	Good	U302	soniya	2010-05-16 09:01:28
Q2778	health_NNP and_CC fitness_NNP	does_NNP anyone_NN know_VB if_IN sinutab_NNP be_VBZ available_JJ here_RB ?_.	hi_NNP ;_: i_NNS have_VBP be_VBN trawl_VBG the_DT pharmacy_NNS here_RB to_TO try_VB to_TO find_VB some_DT sinutab_NNP but_CC to_TO no_DT avail.._NN dies_VBZ anyone_NN know_VBP if_IN it_PRP be_VBZ available_JJ here_RB anywhere_RB ir_NN be_VBZ there_RB a_DT decent_JJ alternative_NN ?_. when_WRB i_NN get_VBP sinusitus_NNP it_PRP$ th_NN eonly_RB thing_NN that_WDT work_VBZ for_IN me_PRP !_. thanks_NNS	U9261	Rinner	2008-10-25 21:21:29	Q2778_C1	yeah_UH it_PRP$ right_JJ next_JJ to_TO the_DT nyquil_NNP ._. seriously_RB try_VB claritine_NN instead_RB ._. mat_NNP need_VBP a_DT prescription_NN here_RB though_IN ._.	Good	U2123	hotandsticky	2008-10-25 21:44:26
Q2778	health_NNP and_CC fitness_NNP	does_NNP anyone_NN know_VB if_IN sinutab_NNP be_VBZ available_JJ here_RB ?_.	hi_NNP ;_: i_NNS have_VBP be_VBN trawl_VBG the_DT pharmacy_NNS here_RB to_TO try_VB to_TO find_VB some_DT sinutab_NNP but_CC to_TO no_DT avail.._NN dies_VBZ anyone_NN know_VBP if_IN it_PRP be_VBZ available_JJ here_RB anywhere_RB ir_NN be_VBZ there_RB a_DT decent_JJ alternative_NN ?_. when_WRB i_NN get_VBP sinusitus_NNP it_PRP$ th_NN eonly_RB thing_NN that_WDT work_VBZ for_IN me_PRP !_. thanks_NNS	U9261	Rinner	2008-10-25 21:21:29	Q2778_C2	im_NNP use_VBG also_RB sinutab_VBP but_CC you_PRP can_MD not_RB find_VB sinutab_NN here_RB try_VB to_TO use_VB the_DT panadol_NN for_IN sinus_NN ._. it_PRP really_RB work_VBZ base_VBN from_IN im_JJ experience_NN ._.	Good	U3222	allymae	2008-10-25 22:18:37
Q2778	health_NNP and_CC fitness_NNP	does_NNP anyone_NN know_VB if_IN sinutab_NNP be_VBZ available_JJ here_RB ?_.	hi_NNP ;_: i_NNS have_VBP be_VBN trawl_VBG the_DT pharmacy_NNS here_RB to_TO try_VB to_TO find_VB some_DT sinutab_NNP but_CC to_TO no_DT avail.._NN dies_VBZ anyone_NN know_VBP if_IN it_PRP be_VBZ available_JJ here_RB anywhere_RB ir_NN be_VBZ there_RB a_DT decent_JJ alternative_NN ?_. when_WRB i_NN get_VBP sinusitus_NNP it_PRP$ th_NN eonly_RB thing_NN that_WDT work_VBZ for_IN me_PRP !_. thanks_NNS	U9261	Rinner	2008-10-25 21:21:29	Q2778_C3	you_PRP can_MD try_VB panadol_NNP sinus_NNP tablet_NNS ._. they_PRP seem_VBP to_TO be_VB the_DT close_JJS to_TO sinutab_NNP here_RB ._. if_IN you_PRP be_VBP still_RB battle_VBG ;_: you_PRP can_MD also_RB try_VB vibrosil_NNP nasal_NNP spray_NNP ._. both_DT have_VBP help_VBN me_PRP ._. good_JJ luck_NN ._.	Good	U9262	michelle berry	2008-10-25 22:26:06
Q2779	qatar_NNP living_NNP lounge_NNP	nissan_NNP offer_NN	saw_NNP an_DT ad_NN in_IN today_NN 's_POS gt.._NNP some_DT offer_NN for_IN nissan_NNP vehicles_NNP ._. pathfinder_NNP for_IN qr_NNP ._. 89_CD ;_: 000/-_JJ onwards_NNS ..._: and_CC xterra_NNP be_VBZ qr.93_NNP ;_: 000._CD and_CC armada_NNP be_VBZ qr.118_NNP ;_: 000_CD ._. i_PRP think_VBD pathfinder_NNP be_VBZ more_RBR expensive_JJ than_IN xttera_NN ._. anyone_NN know_VBP why_WRB pathfinder_NNP be_VBZ so_RB cheap_JJ ?_. did_VBZ the_DT price_NNS come_VBP down_RP or_CC be_VBZ it_PRP a_DT good_JJ offer_NN price_NN ?_.	U493	Formatted Soul	2010-01-19 10:44:24	Q2779_C1	they_PRP want_VBP to_TO get_VB rid_JJ of_IN old_JJ model_NNS ._. <_JJ img_NN src=_NN ''_'' http_NN :_: //www.qatarliving.com/files/images/da.gif_NN ''_'' >_NN	Good	U210	DaRuDe	2010-01-19 10:46:26
