RELQ_ID	RELQ_CATEGORY	RelQSubject	RelQBody	RELQ_USERID	RELQ_USERNAME	RELQ_DATE	RELC_ID	RelCText	RELC_RELEVANCE2RELQ	RELC_USERID	RELC_USERNAME	RELC_DATE
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C1	every_DT thing_NN be_VBZ expensive_JJ here_RB ._.	PotentiallyUseful	U643	lamea	2011-01-24 22:39:19
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C2	well_RBR stay_VB away_RB from_IN online_JJ purchase_NNS ;_: especially_RB if_IN you_PRP want_VBP it_PRP to_TO be_VB deliver_VBN on_IN a_DT qatar_NN address_NN ;_: that_WDT too_RB a_DT digicam_NN ..._: dslr_NNP price_NNS be_VBP high_JJR in_IN qatar_NN a_IN compare_VBN to_TO where_WRB ?_.	PotentiallyUseful	U578	flexicode	2011-01-24 22:39:44
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C3	on_IN amazon.com_NNS it_PRP say_VBZ canon_NNP eos_NNP rebel_NNP t1i_NNP 15.1_CD mp_NNP cmos_NNP digital_NNP slr_NNP camera_NNP with_IN 3-inch_JJ lcd_NNP and_CC ef-s_NNP 18-55mm_JJ f/3.5-5.6_NN is_NNP lens_NNP @_NNP $_$ 589.99_CD :_: |_NN	Good	U4441	sakib12345	2011-01-24 22:45:42
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C4	canon_NNP eos_NNP rebel_NNP t1i_NNP (_( canon_VB 500d_CD )_) in_IN qatar_NNP be_VBZ qr.2998_NNP which_WDT be_VBZ around_IN $_$ 821_CD ..._: ..._: ..._: ..._:	PotentiallyUseful	U4441	sakib12345	2011-01-24 22:55:49
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C5	you_PRP can_MD get_VB this_DT for_IN about_IN the_DT same_JJ price_NN (_( around_IN 2000_CD qr_NNP )_) here_RB as_RB well_RB but_CC you_PRP need_VBP to_TO check_VB at_IN 3_CD -_: 4_CD place_NNS for_IN a_DT comparison_NN ._. there_EX be_VBZ an_DT undefinable_JJ difference_NN in_IN price_NNS even_RB on_IN major_JJ brand_NNS here_RB in_IN qatar_NN ..._:	PotentiallyUseful	U578	flexicode	2011-01-24 22:55:57
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C6	i_NN check_VBD lulu_JJ &_CC carrefour_NN and_CC the_DT price_NNS i_NN find_VBD be_VBP qr.2999_NNP &_CC 2998_CD ..._: ..._: ..._: where_WRB do_VBP i_VB find_VB it_PRP @_JJ qr.2000_NNP here_RB ?_.	Bad	U4441	sakib12345	2011-01-24 22:59:34
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C7	because_IN there_EX be_VBP not_RB too_RB much_JJ specialty_NN store_NNS that_IN caters_NNS only_RB professional_JJ camera_NNS (_( dslrs_NNP )_) ._. mostly_NNP camera_NN store_NNS can_MD be_VB find_VBN only_RB in_IN mall_NNS but_CC they_PRP be_VBP not_RB specialty_JJ store_NNS ._. you_PRP know_VBP how_WRB mall_JJ owner_NNS jack-up_JJ price_NNS of_IN good_NNS ;_: especially_RB if_IN it_PRP come_VBZ or_CC import_VBN outside_IN doha_NNP ._. if_IN you_PRP have_VBP friend_NNS in_IN uae_NNP ;_: you_PRP can_MD ask_VB them_PRP to_TO buy_VB you_PRP one_CD and_CC just_RB ship_VBD it_PRP you_PRP ._. or_CC ;_: there_EX be_VBP some_DT people_NNS sell_VBG dlsrs_NNP here_RB in_IN ql_NNP ._. you_PRP can_MD search_VB the_DT classified_JJ ad_NN here_RB ._.	Good	U4442	omar1733	2011-01-24 23:07:08
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C8	omar1733_JJ @_NNP thanx_NN mate_NN ..._: i_NN 'll_MD check_VB :_: )_)	Bad	U4441	sakib12345	2011-01-24 23:12:04
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C9	you_PRP can_MD try_VB gulf_NNP foto_NNP in_IN musheirib_NNP area_NN ._.	Good	U4442	omar1733	2011-01-24 23:13:17
Q201_R29	doha_NNP shopping_NNP	why_WRB to_TO dslr_NNP cams_VBZ cost_NN more_RBR in_IN qatar_NNP ?_.	i_NN see_VBP that_IN the_DT price_NNS be_VBP high_JJR in_IN qatar_NNP on_IN dslr_NNP cam_NNS ?_. why_WRB be_VBZ it_PRP ?_. can_MD any_DT one_CD suggest_NN how_WRB i_NN can_MD by_IN cheap_JJR online_NN ._. i_NN dont_VBP have_VBP any_DT experience_NN buying_NN thing_NNS online_VBP ._. so_IN i_JJ need_VBP advice_NNS :_: )_)	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C10	you_PRP can_MD try_VB b_NN &_CC h_NN which_WDT be_VBZ a_DT trusted_JJ one_CD ;_: they_PRP can_MD ship_VB here.or_VB if_IN you_PRP know_VBP somebody_NN in_IN us_NNP or_CC travel_VBG there_RB you_PRP can_MD ask_VB them_PRP to_TO buy_VB it_PRP for_IN you_PRP ._. that_DT 's_VBZ what_WP i_NN do_VBD ._. my_PRP$ friend_NN have_VBD order_VBN too_RB from_IN some_DT seller_NNS in_IN ebay_NN ;_: mostly_RB d90_NNP ._.	Good	U1304	cdpascual	2011-01-25 00:52:27
Q201_R35	welcome_VB to_TO qatar_VB	get_VBD a_DT job_NN offer_NN of_IN 12000_CD qr_NNP ._. whats_VB it_PRP$ worth_NN ?_.	hi_NNP ;_: i_PRP be_VBP work_VBG currently_RB in_IN dubai_NN and_CC i_NN hav_VBP be_VBN offer_VBN a_DT job_NN with_IN a_DT salary_NN of_IN 12000_CD qr_NNP (_( inclusive_JJ of_IN basic_JJ ;_: hra_NN and_CC transportation_NN )_) ._. you_PRP have_VBP to_TO get_VB your_PRP$ own_JJ place_NN and_CC car_NN ._. i_PRP would_MD like_VB to_TO know_VB how_WRB much_JJ a_DT single_JJ bhk_NNP would_MD cost_VB and_CC also_RB how_WRB much_JJ utility_NNS bill_NNS would_MD come_VB to_TO for_IN a_DT month_NN ?_. how_WRB costly_JJ be_VBZ it_PRP to_TO have_VB food_NN from_IN restaurant_NNS a_IN i_NNS do_VBP not_RB know_VB how_WRB to_TO cook_VB ._. can_MD some_DT one_CD provide_VBP an_DT insight_JJ please_NN ._. thank_NNP you_PRP ._.	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C1	which_JJ company_NN dude_NN ?_. ?_.	Bad	U2	anonymous	2011-07-04 21:08:22
Q201_R35	welcome_VB to_TO qatar_VB	get_VBD a_DT job_NN offer_NN of_IN 12000_CD qr_NNP ._. whats_VB it_PRP$ worth_NN ?_.	hi_NNP ;_: i_PRP be_VBP work_VBG currently_RB in_IN dubai_NN and_CC i_NN hav_VBP be_VBN offer_VBN a_DT job_NN with_IN a_DT salary_NN of_IN 12000_CD qr_NNP (_( inclusive_JJ of_IN basic_JJ ;_: hra_NN and_CC transportation_NN )_) ._. you_PRP have_VBP to_TO get_VB your_PRP$ own_JJ place_NN and_CC car_NN ._. i_PRP would_MD like_VB to_TO know_VB how_WRB much_JJ a_DT single_JJ bhk_NNP would_MD cost_VB and_CC also_RB how_WRB much_JJ utility_NNS bill_NNS would_MD come_VB to_TO for_IN a_DT month_NN ?_. how_WRB costly_JJ be_VBZ it_PRP to_TO have_VB food_NN from_IN restaurant_NNS a_IN i_NNS do_VBP not_RB know_VB how_WRB to_TO cook_VB ._. can_MD some_DT one_CD provide_VBP an_DT insight_JJ please_NN ._. thank_NNP you_PRP ._.	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C2	hi_NNP arshad124_NN ;_: sorry_CC but_CC i_JJ cant_JJ reveal_NN the_DT company_NN detail_NNS ..._: whts_NNS ur_JJ opinion_NN ?_. be_VBZ 12k_CD good_JJ enough_RB ?_.	Bad	U4443	newtodoha2011	2011-07-04 21:23:26
Q201_R35	welcome_VB to_TO qatar_VB	get_VBD a_DT job_NN offer_NN of_IN 12000_CD qr_NNP ._. whats_VB it_PRP$ worth_NN ?_.	hi_NNP ;_: i_PRP be_VBP work_VBG currently_RB in_IN dubai_NN and_CC i_NN hav_VBP be_VBN offer_VBN a_DT job_NN with_IN a_DT salary_NN of_IN 12000_CD qr_NNP (_( inclusive_JJ of_IN basic_JJ ;_: hra_NN and_CC transportation_NN )_) ._. you_PRP have_VBP to_TO get_VB your_PRP$ own_JJ place_NN and_CC car_NN ._. i_PRP would_MD like_VB to_TO know_VB how_WRB much_JJ a_DT single_JJ bhk_NNP would_MD cost_VB and_CC also_RB how_WRB much_JJ utility_NNS bill_NNS would_MD come_VB to_TO for_IN a_DT month_NN ?_. how_WRB costly_JJ be_VBZ it_PRP to_TO have_VB food_NN from_IN restaurant_NNS a_IN i_NNS do_VBP not_RB know_VB how_WRB to_TO cook_VB ._. can_MD some_DT one_CD provide_VBP an_DT insight_JJ please_NN ._. thank_NNP you_PRP ._.	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C3	hmmm_NN ;_: depend_VBZ on_IN which_WDT company_NN you_PRP know_VBP :_: /_NN	Bad	U2	anonymous	2011-07-04 21:41:01
Q201_R35	welcome_VB to_TO qatar_VB	get_VBD a_DT job_NN offer_NN of_IN 12000_CD qr_NNP ._. whats_VB it_PRP$ worth_NN ?_.	hi_NNP ;_: i_PRP be_VBP work_VBG currently_RB in_IN dubai_NN and_CC i_NN hav_VBP be_VBN offer_VBN a_DT job_NN with_IN a_DT salary_NN of_IN 12000_CD qr_NNP (_( inclusive_JJ of_IN basic_JJ ;_: hra_NN and_CC transportation_NN )_) ._. you_PRP have_VBP to_TO get_VB your_PRP$ own_JJ place_NN and_CC car_NN ._. i_PRP would_MD like_VB to_TO know_VB how_WRB much_JJ a_DT single_JJ bhk_NNP would_MD cost_VB and_CC also_RB how_WRB much_JJ utility_NNS bill_NNS would_MD come_VB to_TO for_IN a_DT month_NN ?_. how_WRB costly_JJ be_VBZ it_PRP to_TO have_VB food_NN from_IN restaurant_NNS a_IN i_NNS do_VBP not_RB know_VB how_WRB to_TO cook_VB ._. can_MD some_DT one_CD provide_VBP an_DT insight_JJ please_NN ._. thank_NNP you_PRP ._.	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C4	seriously_RB message_VB me_PRP the_DT company_NN atleast_NN ..._: ._.	Bad	U2	anonymous	2011-07-04 21:42:00
Q201_R35	welcome_VB to_TO qatar_VB	get_VBD a_DT job_NN offer_NN of_IN 12000_CD qr_NNP ._. whats_VB it_PRP$ worth_NN ?_.	hi_NNP ;_: i_PRP be_VBP work_VBG currently_RB in_IN dubai_NN and_CC i_NN hav_VBP be_VBN offer_VBN a_DT job_NN with_IN a_DT salary_NN of_IN 12000_CD qr_NNP (_( inclusive_JJ of_IN basic_JJ ;_: hra_NN and_CC transportation_NN )_) ._. you_PRP have_VBP to_TO get_VB your_PRP$ own_JJ place_NN and_CC car_NN ._. i_PRP would_MD like_VB to_TO know_VB how_WRB much_JJ a_DT single_JJ bhk_NNP would_MD cost_VB and_CC also_RB how_WRB much_JJ utility_NNS bill_NNS would_MD come_VB to_TO for_IN a_DT month_NN ?_. how_WRB costly_JJ be_VBZ it_PRP to_TO have_VB food_NN from_IN restaurant_NNS a_IN i_NNS do_VBP not_RB know_VB how_WRB to_TO cook_VB ._. can_MD some_DT one_CD provide_VBP an_DT insight_JJ please_NN ._. thank_NNP you_PRP ._.	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C5	firstly_RB it_PRP depend_VBZ on_IN your_PRP$ life_NNP style_NNP ;_: and_CC then_RB if_IN you_PRP be_VBP get_VBG more_JJR then_RB 12000qar_CD ;_: in_IN dubai_NNP then_RB better_VBD off_RP to_TO stay_VB there_RB ..._: the_DT desicion_NN be_VBZ all_DT yours_NNS ..._:	Good	U74	FlyingAce	2011-07-04 21:42:30
